Order ID,Order Date,Order Mode,Customer ID,Product ID,Sales,Cost Price,Quantity,Discount
ODI-321359,12/15/2024,In-Store,RH078718,01JZ3N52B9GDV354KE3XTD1V7Y,39.99,11.997,11,0.09
GXF-830562,1/20/2024,Online,CN007665,01JZ3N52AZZGE9515CR0A5QGKJ,2.49,0.747,10,0.35
KBK-315746,9/24/2024,In-Store,CW051396,01JZ3N52GKCSJS7C7G4BDYA0PD,4.99,1.497,19,0.21
NEB-784738,8/14/2024,Online,ON002990,01JZ3N56XDW94HQ8A78J4DVSX3,4.99,1.497,19,0.32
BNR-638250,03/03/2024,In-Store,CI029431,01JZ3N55KKMZ5E03M2JK0DCAYK,14.99,4.497,3,0.17
DPL-288958,12/21/2024,Online,NW031911,01JZ3N52QXFBXS9F227ZJCC9GX,14.99,4.497,18,0.03
GSX-638347,12/05/2024,In-Store,UQ060377,01JZ3N54XE81G2BHMHAG8X55M7,2.79,0.837,12,0.22
DRY-531382,11/02/2024,Online,UG081307,01JZ3N523YJC9J2K7Y7FZ6V2TR,59.99,17.997,5,0.21
YWA-679861,12/18/2024,In-Store,IR005341,01JZ3N56K2VDF9W3Z62NENPAP4,29.99,8.997,11,0.19
SMM-006165,09/05/2024,Online,DS078483,01JZ3N5552Y070EB7BFNG169TD,19.99,5.997,14,0.19
NNZ-923864,8/23/2024,In-Store,CP050234,01JZ3N56223Q7E2AX0YYM8H1DD,24.99,7.497,1,0.38
XHF-692907,06/11/2024,Online,BK070785,01JZ3N53CM0N627DN7YP52Q33B,7.49,2.247,9,0.37
ECB-497975,3/13/2024,In-Store,LW071445,01JZ3N55VSJMMDRYMXXA19JG7M,29.99,8.997,10,0.32
TRY-412778,03/05/2024,Online,RC069836,01JZ3N53J5FTP9096ZS78Y3PGF,17.99,5.397,17,
ZKZ-410857,7/18/2024,In-Store,JD087400,01JZ3N55325SZTJS9GTRMWW2WA,24.99,7.497,5,0.12
WJM-207855,07/02/2024,Online,YL065975,01JZ3N51GB6BDR542KWQH4HB6P,14.99,4.497,3,
PCV-508375,5/22/2024,In-Store,UT094280,01JZ3N50ZH8DS8K59WR84KWH88,3.49,1.047,6,0.26
PIP-528358,6/29/2024,Online,QU055720,01JZ3N52NM0CHTTYCF1RSP0ZVT,22.99,6.897,16,0.34
QWD-247670,10/25/2024,In-Store,RU014698,01JZ3N563QYFEB8QYHSTCNWH9H,1.49,0.447,19,0.26
PPF-500572,1/27/2024,Online,CG060898,01JZ3N51V0YYJTCZB369CA5D23,2.49,0.747,14,0.19
EIZ-317585,10/26/2024,In-Store,CS060883,01JZ3N51K05JE0Y4J2FK7CC65Z,3.49,1.047,8,0.2
RZG-927256,6/21/2024,Online,RU058520,01JZ3N56BQNGWJE6W17D61P2N9,59.99,17.997,8,0.25
ZTM-709738,08/09/2024,In-Store,NG091342,01JZ3N50QV70T2DK1XDZM3SNF6,3.99,1.197,7,0.1
QNG-439141,3/19/2024,Online,GR028974,01JZ3N522XJXR6F5PYTSBZEQC7,3.29,0.987,13,0.34
VHK-469360,11/20/2024,In-Store,LH043536,01JZ3N53W2SY99S9P3ZMAJBNR4,4.99,1.497,7,0.36
BCK-014976,11/06/2024,Online,DM011507,01JZ3N5246K94EFX6PM75JVVJN,5.99,1.797,8,0.01
SWJ-385473,3/20/2024,In-Store,HH062390,01JZ3N50Y58RTC8MEC22FQBXDA,5.99,1.797,9,0.27
XSR-436975,8/28/2024,Online,CS092679,01JZ3N50QJERPWJG1VJ40YSMPV,3.99,1.197,6,
IRS-213409,4/24/2024,In-Store,DI067107,01JZ3N55EPTAZNA3KX60RKB3NQ,54.99,16.497,17,0.05
QCF-919133,6/19/2024,Online,FR010822,01JZ3N50VPFAHBHC4N46WSZSEX,3.49,1.047,10,0.05
UXT-020839,01/08/2024,In-Store,AS095657,01JZ3N52Z38YMBTDKBN72BNGMJ,9.49,2.847,2,0.05
BKL-431269,01/11/2024,Online,ZR069261,01JZ3N53MQW71DM2VBE1HPJ414,6.89,2.067,13,0.04
ZOY-189635,12/30/2024,In-Store,PS010060,01JZ3N55YX0EZCKKXKMHXTBPC2,149.99,44.997,5,0.11
FRL-917997,4/13/2024,Online,VH053108,01JZ3N50C42JH7RK7B9RZSMGJ0,24.99,7.497,12,0.04
VQO-250211,01/12/2024,In-Store,AZ010927,01JZ3N55KWNKK4GET2Q8H3W0AP,5.99,1.797,7,0.26
LIU-189947,02/04/2024,Online,RG061998,01JZ3N509KNGZCGF9RBNKC4FA8,29.99,8.997,13,
MNC-879037,02/06/2024,In-Store,BD074505,01JZ3N54X6QJ7M42VWJJ1R0J5Z,22.99,6.897,1,0.29
JPF-589983,2/27/2024,Online,IS067894,01JZ3N51CGD4QNW9RQNJ7EA0MV,29.99,8.997,18,0
HOW-757538,12/03/2024,In-Store,PC005521,01JZ3N50Z0WR9JQE9P95BCGGPW,29.99,8.997,2,0.32
ECZ-105422,10/24/2024,Online,MC022478,01JZ3N50ESGK3P4RR5Z0YF0ESD,4.99,1.497,2,0.07
DKO-388779,8/16/2024,In-Store,UM003359,01JZ3N51FNZKSA0PQP5CH8H6NM,59.99,17.997,11,0.11
RVK-896347,09/07/2024,Online,HC025261,01JZ3N53NBCSNZW2T0PHTDQPWZ,34.99,10.497,18,0.11
BIU-125938,5/18/2024,In-Store,TV097382,01JZ3N55NARNE1G3WPE1WGKKCJ,24.99,7.497,16,
WQP-873854,7/24/2024,Online,OS018365,01JZ3N56AWC7GNPNFRBJ61KDX9,2.99,0.897,1,0.12
JWH-838061,7/27/2024,In-Store,TW023701,01JZ3N5519WGMKBKJ806V54SNA,34.99,10.497,15,0.27
DAT-646110,10/24/2024,Online,KR032421,01JZ3N50E1KVB8747YDFBVC7JN,2.99,0.897,3,0.08
DVW-370561,9/29/2024,In-Store,DI067107,01JZ3N55EPTAZNA3KX60RKB3NQ,54.99,16.497,13,0.4
GIL-732815,5/24/2024,Online,GS009902,01JZ3N514WVFFD3NYKW211KG0V,59.99,17.997,4,0.14
PGN-640240,6/26/2024,In-Store,MS069774,01JZ3N54QDVS97NFSQG7JP4JRM,10.99,3.297,4,0.06
WOX-681043,4/24/2024,Online,CN044542,01JZ3N56X4R6WZK47XA6FWC3F8,29.99,8.997,10,0.03
XTW-053104,07/03/2024,In-Store,PQ042587,01JZ3N52ZWNE8J9VCBMW8NQ4TK,5.49,1.647,3,0.06
XNN-761899,09/07/2024,Online,QP093917,01JZ3N50Q2YVHN18ADNX70G8GG,4.49,1.347,12,0.24
WLT-776919,08/11/2024,In-Store,FH015492,01JZ3N53A64TW72TVK28SMMXKX,29.99,8.997,4,0.07
NWE-695041,10/18/2024,Online,JX027350,01JZ3N5251JPAGQSNDZ381DJ2D,5.29,1.587,15,0.26
SKE-304686,07/11/2024,In-Store,DP081891,01JZ3N52H92FFJAQWHR0RG5YY2,19.99,5.997,8,0.37
CAU-064559,3/24/2024,Online,PO009558,01JZ3N51FX8Z7WYGMVG7F0YSXT,49.99,14.997,5,0.1
MQR-024488,01/11/2024,In-Store,BC098676,01JZ3N56YR6082G59CYKNJE36J,6.49,1.947,2,0.36
FNQ-208683,06/04/2024,Online,YO052337,01JZ3N55RBBTDXRS10FA4G33NV,3.59,1.077,11,0.39
YDV-865433,5/29/2024,In-Store,TM070339,01JZ3N5133DHD0DRRSGD130PHP,3.49,1.047,13,0.08
MHQ-693655,6/23/2024,Online,YY017812,01JZ3N53S2JPX66C0F7562XXJ8,3.99,1.197,1,0.19
MML-760326,4/18/2024,In-Store,NL024977,01JZ3N54RK0BMDNY7AF4ANJBE8,69.99,20.997,10,0.35
VHL-499071,2/24/2024,Online,FR022820,01JZ3N52X652BZJG24134MFM6F,15.99,4.797,13,0.25
AFC-156224,12/22/2024,In-Store,UI012965,01JZ3N553YT8QR9TPZV7JC9AY0,5.99,1.797,7,0.21
STZ-337896,01/12/2024,Online,LV083814,01JZ3N513N96GEHXZ8EX7RV5DF,15.99,4.797,2,0.19
FSI-915048,6/15/2024,In-Store,CZ054222,01JZ3N50WCFVGMZBSRQ3XAH16S,15.99,4.797,20,0.08
QIV-101897,09/01/2024,Online,GL049016,01JZ3N524BG6AVKDXPK72N2HAF,4.49,1.347,14,0.32
FYU-524523,8/20/2024,In-Store,FG094679,01JZ3N55992V3EVB7V6CYQWTF2,24.99,7.497,15,0.2
THX-060327,3/17/2024,Online,VZ013231,01JZ3N56HFTE775PPJ6A4DC45C,89.99,26.997,5,0.01
GZX-641108,7/22/2024,In-Store,TP022524,01JZ3N51TAZXSN4SC971ZJ5WNQ,34.99,10.497,16,0.2
ZSN-856184,7/16/2024,Online,BT027523,01JZ3N55WY6D3RRC2YAS4NJ54N,19.99,5.997,4,0.28
UPM-591095,05/03/2024,In-Store,QP093451,01JZ3N519A0M9FH6ZKFDE0PTNN,6.99,2.097,3,
OTH-194033,2/14/2024,Online,FO087533,01JZ3N55XKKCQY36FDMSF39KRB,3.99,1.197,13,0.33
CYZ-580472,9/16/2024,In-Store,BJ071974,01JZ3N562WAYZWKSNDJ0PA3N9T,3.99,1.197,12,0.05
ALN-003599,5/20/2024,Online,NB014517,01JZ3N52QCAFXYWMDDBS47DJ05,4.29,1.287,18,0.23
QVD-662054,3/18/2024,In-Store,RU014698,01JZ3N563QYFEB8QYHSTCNWH9H,1.49,0.447,18,
RUA-767661,10/18/2024,Online,IS067894,01JZ3N51CGD4QNW9RQNJ7EA0MV,29.99,8.997,18,0.07
CFT-073342,6/17/2024,In-Store,BT046086,01JZ3N50R3QEBK1XYP3FC0AMBH,299.99,89.997,4,0.08
SBZ-751948,07/04/2024,Online,CI029431,01JZ3N55KKMZ5E03M2JK0DCAYK,14.99,4.497,2,0.16
CIA-626269,12/07/2024,In-Store,PC005521,01JZ3N50Z0WR9JQE9P95BCGGPW,29.99,8.997,20,0.33
HAW-305847,6/21/2024,Online,YU047262,01JZ3N5526DZNW71Y3Q7DYRDAJ,8.49,2.547,4,0.22
RAP-813691,08/01/2024,In-Store,RL033705,01JZ3N51JG9CYNGR3049ZCR91W,39.99,11.997,2,0.28
OSQ-806570,3/23/2024,Online,DK052714,01JZ3N53DR566CGW8SY98S5AHY,4.29,1.287,15,0.04
CTF-472829,7/24/2024,In-Store,GH044368,01JZ3N51WXJKK10GM467Y4934A,22.99,6.897,18,0.31
TDZ-425320,08/07/2024,Online,UD072234,01JZ3N50VD4V7GYPJR2F010TN1,6.49,1.947,9,0.13
YMA-184896,10/21/2024,In-Store,HG027398,01JZ3N52T5TYKS7SRS1MGR58JX,39.99,11.997,19,0.26
IUJ-527265,12/10/2024,Online,AI061783,01JZ3N55XVQGPB0C0V449KEF9V,19.99,5.997,1,0.05
VRV-648933,5/13/2024,In-Store,KI039617,01JZ3N5235WTG93CAHMS6XDQ5H,8.99,2.697,19,0.18
DJD-135244,08/07/2024,Online,MC053747,01JZ3N526TEAAZGM2XS95N1K5X,2.99,0.897,15,
XWO-168272,10/25/2024,In-Store,OS018365,01JZ3N56AWC7GNPNFRBJ61KDX9,2.99,0.897,5,0.21
GBD-331125,5/13/2024,Online,FQ069496,01JZ3N51WA4J6K3NJAHGZ77S13,2.99,0.897,19,0.07
NTU-352996,05/12/2024,In-Store,QP011273,01JZ3N54NGVNM8Q8H77RG14FSF,7.49,2.247,6,0.2
PNM-448402,3/16/2024,Online,OC045781,01JZ3N52YJJF3S322THRPJ8DDD,9.99,2.997,12,0.22
YOI-247096,08/05/2024,In-Store,OA076119,01JZ3N55D31C3SWE7XTJVEGTDV,12.99,3.897,15,
MKC-650649,5/15/2024,Online,DU053934,01JZ3N54TVQ5KQSQJ34MB6ERHH,39.99,11.997,2,0.15
WNU-790768,4/29/2024,In-Store,BF080088,01JZ3N510FN3A0P13P3QKA2A6N,4.29,1.287,14,0.18
NDL-373292,04/07/2024,Online,JY078378,01JZ3N552FMW6898G406DB65W2,8.99,2.697,16,0.26
UKD-640675,7/28/2024,In-Store,WN068197,01JZ3N52ZMQ5D81FW3YE4M2SPD,4.99,1.497,19,
QWK-541512,8/15/2024,Online,LY095086,01JZ3N51GQPPBPBWQQV6NEC6PS,4.59,1.377,9,0.25
YJZ-375436,1/28/2024,In-Store,WI076001,01JZ3N55YCPX0D3K6Y919H89GK,5.49,1.647,6,0.1
SEW-639743,6/26/2024,Online,WI001306,01JZ3N52BJR60NHTXRJM973WN8,1.29,0.387,11,0.26
VKT-223928,03/12/2024,In-Store,UA071149,01JZ3N51YCN1GFP18YHKZ9NARX,19.99,5.997,13,0.1
QBJ-496303,12/10/2024,Online,LG018760,01JZ3NC9ZQKV7FDACKF9H8GRVV,59.99,17.997,9,0.08
YRB-097751,05/08/2024,In-Store,DG054831,01JZ3NCF7MB5M48M33ACEFJNRE,5.49,1.647,9,0.19
NGS-522320,02/06/2024,Online,KE050319,01JZ3NCET4Q4JH1N48EWWXQAXH,29.99,8.997,11,0.28
UIB-003832,06/09/2024,In-Store,MG006726,01JZ3NT0W7CS0W3AFK08D40KY0,1.49,0.596,19,0.24
JKC-753473,1/26/2024,Online,EH051958,01JZ3NT0G2KA577CYDQJYBPM01,9.99,3.996,9,0.07
JIW-141014,09/04/2024,In-Store,QW076708,01JZ3NR2636X7KVN84BQPBH7YC,49.99,19.996,20,0.09
OTQ-827585,04/03/2024,Online,YE054365,01JZ3NTFXNFXSXYYEK9FTRGEG0,2.99,1.196,2,0.29
AXW-741818,02/12/2024,In-Store,MC047623,01JZ3NR2GA1PYYJYACA3HGP21P,19.99,7.996,3,0.35
EMW-876965,2/16/2024,Online,UK042725,01JZ3NCBDNPX0E32472V2XS7NK,19.99,5.997,8,0.01
ATY-147311,09/11/2024,In-Store,KI089155,01JZ3NT8HHDRM1ZMENA9D66RVV,4.99,1.996,6,0.24
YXC-651461,06/05/2024,Online,SE083704,01JZ3NQZDK24WFSSXVFHGP6HXZ,16.99,6.796,4,0.34
NPW-712203,3/17/2024,In-Store,OK059668,01JZ3NR6FM947MW625MYESED0R,5.49,2.196,20,
CIF-560833,10/31/2024,Online,JZ004144,01JZ3NT4QPXXP40DE0G1X47N4Q,19.99,7.996,15,0.12
RFE-973325,10/29/2024,In-Store,MG053337,01JZ3NR6YQQW9YGWNDJJY9HAMQ,9.99,3.996,10,0.11
UAI-955034,5/17/2024,Online,OF005773,01JZ3NR3G9RQTG5B9BFWD6BG79,49.99,19.996,6,0.12
GNU-384472,05/01/2024,In-Store,XR044405,01JZ3NTKQGMCE7JYCF5EMC2KDN,12.99,5.196,18,0.34
OVF-835771,03/01/2024,Online,KO026744,01JZ3NCBQEZ6QYPZM3R8RJR107,4.29,1.287,10,0.25
NYA-438041,11/15/2024,In-Store,SM003639,01JZ3NRAWG5DHVWZ004ZV14BDR,19.99,7.996,3,0.3
BRE-560427,1/15/2024,Online,MY031639,01JZ3NTBGS7CADRDT1PH54PJ3N,25.99,10.396,20,0
XEY-797285,7/22/2024,In-Store,IR066002,01JZ3NTFXBF2KN9N7BW91F7GWP,15.99,6.396,15,0.05
VEP-881932,08/05/2024,Online,RV058410,01JZ3NTPYPG30AK06DA9FD09ZF,14.99,5.996,5,0.33
DCA-888989,9/22/2024,In-Store,BK006288,01JZ3NCEYAN4NK0AN9B0DGGXHN,39.99,11.997,17,0.22
VZB-607701,07/06/2024,Online,WO032878,01JZ3NR1XDTT9KZ7B0T1Z9FGV7,22.99,9.196,7,
TWQ-809940,01/10/2024,In-Store,MB036703,01JZ3NR4K3GEDM8FTY0WZ05QDW,29.99,11.996,5,0.01
HEM-331874,3/25/2024,Online,XN095451,01JZ3NCA45T0SWY9X1ABERCAAT,6.99,2.097,16,0.39
OOG-207575,11/12/2024,In-Store,XN030548,01JZ3NR7CDSFMKJGYYX6XPE8E9,22.99,9.196,14,0.06
VAL-711930,11/20/2024,Online,DV074616,01JZ3NQZGM9X9PTNAMQTDNQDJ1,34.99,13.996,1,
BFB-744696,3/15/2024,In-Store,SI013737,01JZ3NTAK6T784CM5BWN514Z55,2.49,0.996,17,0.26
NJZ-352552,6/30/2024,Online,FX008936,01JZ3NR35530H2HQJ328MVW3PM,2.49,0.996,18,0.34
CGF-099339,12/04/2024,In-Store,XY043257,01JZ3NSY7S8J28S844AZSMKYE9,89.99,35.996,8,0.32
KOR-934386,03/05/2024,Online,FT074520,01JZ3NR1DFC3YDK9JT3BFVCXJH,29.99,11.996,5,0.39
OMA-865873,7/28/2024,In-Store,OS066663,01JZ3NR56C40JGMKTG54CSVXBZ,3.49,1.396,10,0.1
OZM-032809,3/21/2024,Online,HV059622,01JZ3NCBPFK8SQR8V0TNAR34JA,1.29,0.387,11,0.05
IDJ-199269,10/07/2024,In-Store,XR044405,01JZ3NTKQGMCE7JYCF5EMC2KDN,12.99,5.196,10,0.31
EXY-632528,7/26/2024,Online,TB077884,01JZ3NT09HDA8DPDY8X5P01PE7,39.99,15.996,6,0.04
YYM-556861,7/16/2024,In-Store,YR037106,01JZ3NC9PFJTGGZB1TEY8P05QH,39.99,11.997,18,0.09
EDH-405321,9/19/2024,Online,ET068053,01JZ3NCC7G4W5WBK9S46T36JXE,1.99,0.597,16,0.33
ETV-300940,7/31/2024,In-Store,TB024905,01JZ3NCGYMZSYV4YHNG22P2P9R,3.49,1.047,14,0.39
JVD-195863,6/25/2024,Online,VY009268,01JZ3NTBPWT20NGNSN7TW1TGK2,45,18,10,
SYY-227450,7/30/2024,In-Store,OZ054329,01JZ3NCB5FEB4241HD4E776FNZ,3.49,1.047,13,0.26
SBG-923785,5/17/2024,Online,VF050364,01JZ3NCC91DT2SEYK4HX8TATVM,3.99,1.197,15,0.18
TAX-303462,11/08/2024,In-Store,XY043257,01JZ3NSY7S8J28S844AZSMKYE9,89.99,35.996,10,0.36
HZY-663804,04/04/2024,Online,SL008646,01JZ3NR1QMK9WKEFZRXCWGNYS6,39.99,15.996,7,0.37
PTY-476077,3/28/2024,In-Store,KO032054,01JZ3NTDJE241Q2EF1J57P3EPT,15.99,6.396,8,0.14
HWO-607735,7/24/2024,Online,WL067890,01JZ3NC9RVVD2Q59Q4S0F56Y3S,22.99,6.897,14,
SFA-283366,9/13/2024,In-Store,AI055492,01JZ3NCH573KYRFG5H0K51WSGV,2.99,0.897,9,0.29
CGZ-004700,06/09/2024,Online,AI055492,01JZ3NCH573KYRFG5H0K51WSGV,2.99,0.897,16,0.11
NIA-863105,05/02/2024,In-Store,VG036239,01JZ3NR12SF3Z3Z29X6X95S1VN,6.99,2.796,1,0.09
JTU-059137,5/29/2024,Online,QM000750,01JZ3NR1M67CYX605DCP871281,899.99,359.996,13,0.04
FKA-469777,03/04/2024,In-Store,WQ029470,01JZ3NR3AEE56EJDT1C4X1SYQR,3.49,1.396,15,0.11
HUT-649141,4/19/2024,Online,ZG008283,01JZ3NR16Y188WHAKSC5K4Z80M,4.29,1.716,16,0.08
XHM-484843,4/25/2024,In-Store,AK027382,01JZ3NR58T2JFQQ61DDZ49S6QN,14.99,5.996,4,0.36
PKU-045174,04/02/2024,Online,XY043257,01JZ3NSY7S8J28S844AZSMKYE9,89.99,35.996,10,0.16
UVC-615090,6/27/2024,In-Store,RV058410,01JZ3NTPYPG30AK06DA9FD09ZF,14.99,5.996,15,0.28
JFL-869571,7/31/2024,Online,GC044645,01JZ3NC9VPJXYW9TRYCF0F472A,2.79,0.837,15,0.24
ARU-016117,10/11/2024,In-Store,KE034482,01JZ3NTDGCSPG4JXTG1EGSZQYF,199.99,79.996,11,0.23
LQT-704843,4/25/2024,Online,QU056853,01JZ3NCCC1JRBG2Q2FKG0ER065,14.99,4.497,15,0.29
XDL-647915,05/02/2024,In-Store,ZH026809,01JZ3NTPZR31JG9JMFGGH243ZD,32.99,13.196,2,0.35
FLY-009935,12/20/2024,Online,MG006726,01JZ3NT0W7CS0W3AFK08D40KY0,1.49,0.596,13,0.09
XYU-716330,02/10/2024,In-Store,GQ006805,01JZ3NTDR5P43P7KC88HYK6B5S,89.99,35.996,12,0.07
GXA-700010,4/28/2024,Online,HJ046803,01JZ3NCH1WYQH46ANGEVPSXQN8,29.99,8.997,5,0.28
EHP-183223,06/08/2024,In-Store,FR079188,01JZ3NR1A2A645WJSVCCCB94S0,2.49,0.996,10,0.26
QDT-479007,05/04/2024,Online,PS061538,01JZ3NR14V0B3HYMAA440CNMMA,8.99,3.596,17,0.16
DDV-562053,05/11/2024,In-Store,TT026883,01JZ3NCBXJMZWFWG94J56VWJNB,29.99,8.997,1,0.2
GLH-408149,11/19/2024,Online,CX043819,01JZ3NCFD71YH5WHMXEPZ47FT4,49.99,14.997,16,0.12
WRC-197330,07/05/2024,In-Store,JV020938,01JZ3NR2DJWKWEW0KV6BG0AS44,4.99,1.996,20,0.04
RDP-487006,10/09/2024,Online,XS041385,01JZ3NR3XVP87YDW0MH3DAXN5R,7.19,2.876,3,0.18
FHN-309608,12/29/2024,In-Store,TE030635,01JZ3NT7GK03AX2SXMH3KQFQRT,39.99,15.996,1,0.27
PFQ-016960,02/09/2024,Online,CI040986,01JZ3NQZMMW29B0N6W87A4RXFK,24.99,9.996,1,0.18
RZW-643994,8/31/2024,In-Store,ND084324,01JZ3NCAV1WMG78B63W6YNN6QE,5.49,1.647,6,0.19
OGZ-360208,02/04/2024,Online,ER081600,01JZ3NR9BREN1RGFHWEAH0J4HJ,10.99,4.396,7,0.22
LAH-640672,3/25/2024,In-Store,TX016353,01JZ3NTPEJEGD0WK256NKJTFW0,14.99,5.996,11,0.01
IIQ-902310,9/13/2024,Online,JS015887,01JZ3NCC1HV4Z3RGSC3Y6JG6B1,49.99,14.997,12,
YUV-014232,3/29/2024,In-Store,XM060019,01JZ3NR39VFZ49AG2DR66SQHN1,2.99,1.196,2,0.13
SIZ-753913,05/06/2024,Online,CM008593,01JZ3NT6DAD10JTS3Q38AZPJWA,5.99,2.396,3,0.16
DNT-004214,06/11/2024,In-Store,KS006371,01JZ3NSYJ5FQN5P7Z6YE0CBEW2,1.99,0.796,4,0
BTE-017240,3/17/2024,Online,GA046351,01JZ3NRA19FEQVBV58RSDVCZXM,8.99,3.596,18,0.12
IJU-205167,9/27/2024,In-Store,HH028598,01JZ3NC9S48AQTAAVMVZG11T08,3.49,1.047,5,0.23
REX-198155,12/08/2024,Online,OF005773,01JZ3NR3G9RQTG5B9BFWD6BG79,49.99,19.996,19,0.06
HEF-636220,02/02/2024,In-Store,BI005400,01JZ3NR8BYD6NGCCEF0V31WM0B,28.99,11.596,20,0.15
JQR-602433,09/01/2024,Online,BV017983,01JZ3NSYRXA6Q0SCV6Q6AQ2P4N,22.99,9.196,6,0.16
EXK-279594,01/04/2024,In-Store,FH010316,01JZ3NCGC48RC43KDY3ZCP2CYK,79.99,23.997,15,0.4
OBF-616467,7/19/2024,Online,DM054202,01JZ3NR4ASNJNCW588HWSCYWZ5,4.29,1.716,8,0.33
HEH-027215,05/05/2024,In-Store,CJ020981,01JZ3NR5HADY5RD8JJ6S96S9BH,4.19,1.676,10,0.37
CRE-055049,10/10/2024,Online,HT052318,01JZ3NTDHC6YF9RWMVCMZ4BBDM,2.29,0.916,17,0.37
EGA-225648,3/17/2024,In-Store,UU017281,01JZ3NTHKZ988AWYS5ZKFP12TW,3.99,1.596,5,0.03
BAZ-586397,5/17/2024,Online,HD083057,01JZ3NSWVC3NS2GSX3QTTG70ZH,35.99,14.396,16,0.2
TCQ-207480,3/20/2024,In-Store,LN083434,01JZ3NRAZS4ZF7J88VV13Q09D0,49.99,19.996,13,0.32
MJZ-533945,6/16/2024,Online,BJ048509,01JZ3NCAS1QFX4034BPHYKD7NK,49.99,14.997,10,0.27
JBW-247193,03/12/2024,In-Store,TC059259,01JZ3NQZ9KB5S5AQNW927YTPH5,11.99,4.796,19,0.18
UVH-698250,7/31/2024,Online,HQ041440,01JZ3NRAKW18CDRQ7FDZ8Y3PP8,18.99,7.596,10,0.03
OFD-978833,3/19/2024,In-Store,ZD058102,01JZ3NC9JB9GDZM5C430H9KAFD,6.49,1.947,20,0.17
UHU-316774,10/03/2024,Online,WS028428,01JZ3NQZC72KRF5AHF2M4PSC17,49.99,19.996,15,0.14
YTN-585053,8/24/2024,In-Store,HG039736,01JZ3NCGN4M2ZQYAPPP0Z43TWG,39.99,11.997,7,
NHO-501901,03/06/2024,Online,FA008596,01JZ3NC9ETTP8QPZ6WJZWSBZRF,2.99,0.897,20,
FIL-777831,06/05/2024,In-Store,MC028199,01JZ3NTBTTPZKZ6WJWNQ6MB013,39.99,15.996,5,0.29
HLX-268901,4/18/2024,Online,SQ020021,01JZ3NCGS0QP766SVRA5B6KN0S,3.49,1.047,12,0.14
LRZ-382383,10/31/2024,In-Store,QX021876,01JZ3NR4BS6GR54TE3SR52JT5B,3.99,1.596,11,0.23
XZG-435907,8/25/2024,Online,YV071393,01JZ3NRA7VZYA3N6FRCF6TC3DJ,2.99,1.196,18,0.09
CHN-137134,11/06/2024,In-Store,YF016486,01JZ3NR99KX0TK8S7E4TN0HRNB,22.99,9.196,1,0.29
MMT-516883,6/20/2024,Online,RB058689,01JZ3NT8WWGJQBAC3MR3NZHYY1,5.99,2.396,13,0.39
XAH-708396,12/07/2024,In-Store,IC043696,01JZ3NR4ERVX5ZKAFNQGX86CW3,1.99,0.796,9,0.04
ERD-483057,11/26/2024,Online,VY009268,01JZ3NTBPWT20NGNSN7TW1TGK2,45,18,5,0.14
XMW-938509,8/29/2024,In-Store,TS091132,01JZ3NR6KYKMXCDMAYJH7KG8ZH,39.99,15.996,14,0.3
QTM-010890,5/25/2024,Online,LT089054,01JZ3NR00X2ZMW9C1RV62AHT52,19.99,7.996,15,0.26
NZR-453399,1/26/2024,In-Store,YJ031445,01JZ3NRA0M8ZYVS24Z24HRJEW1,2.99,1.196,10,0.21
OLA-179951,6/27/2024,Online,NA086086,01JZ3NC9BMEZET9VP9PBN1FDA1,3.99,1.197,2,0.07
ENO-151796,4/25/2024,In-Store,JA013201,01JZ3NR8FF66MTDEEDVC7W3XS6,14.99,5.996,9,0.33
YLG-649290,8/26/2024,Online,ST025617,01JZ3NCB56HSKQMWC0WDXTTDY7,7.49,2.247,16,0.31
QZY-155368,10/09/2024,In-Store,BU037763,01JZ3NCA2ZFNEBN6HS56MDDFTR,1.99,0.597,9,
KCF-929083,6/27/2024,Online,RQ001428,01JZ3NCDW199GHRC2JDSQE3RAE,7.99,2.397,14,0.2
WGO-397655,02/02/2024,In-Store,WX098476,01JZ3NR4GWSBB8JK7S9CM60J6A,14.99,5.996,2,0.4
BUS-711497,7/29/2024,Online,HN087906,01JZ3NTE6123WVMYB810MS4DEM,15.99,6.396,12,0.31
RTL-620149,6/23/2024,In-Store,IW015212,01JZ3NCDT53RDH8V03QN229FQT,8.99,2.697,19,0
RDA-305990,12/08/2024,Online,QO092485,01JZ3NTJZ332YFTVY91E4CRWZD,2.69,1.076,15,0.25
GHN-338390,07/11/2024,In-Store,IG072578,01JZ3NTN2CVFC57QTXD9F0AS8F,12.99,5.196,7,0.06
IFB-677509,03/01/2024,Online,QA056156,01JZ3NR0XWCXJJ3EJ37NSTBTBJ,2.99,1.196,4,0.4
YHN-920933,04/01/2024,In-Store,DG077949,01JZ3NR8ECNQBPJ1YND1GG0X0G,4.49,1.796,5,0.39
HVF-918489,07/10/2024,Online,UN049674,01JZ3NT7THDXCFGKHBVE3XC4H9,7.99,3.196,10,0.33
SSP-407253,02/06/2024,In-Store,IB003332,01JZ3NCGVD6EH3WJ8VK97TM2CC,24.99,7.497,17,0.31
LLX-917693,2/26/2024,Online,XO043540,01JZ3NC9TXWQDG8G759KA27M39,4.29,1.287,2,0.39
ZMZ-053514,6/27/2024,In-Store,LF026434,01JZ3NR82ZQ3TPJMX28MQ8F95P,3.49,1.396,16,0.01
