Customer ID,Postal Code
DK076764,WF9
SY096175,B12
EW029525,NN4
NQ020744,BS37
QP077767,GU32
WC079370,SY4
AO056559,IV1
LZ065481,NR34
WS020835,G4
IJ013623,G4
DU051225,S8
CP059861,M34
IB095742,GL54
XV048353,PH43
EP087185,RG20
QU051988,SN1
LQ038103,NG34
TG020394,BD7
SZ017967,NN4
ZL056734,OX12
LO057816,WC1B
VP097402,SN13
SE067568,DL10
ED095013,L74
IO069467,BT2
YB039700,L74
HD021639,BS14
YF052418,BS37
IF091301,SN1
CA030014,CT16
KL011759,TF6
NH025052,SN13
KH007298,S33
PH057022,NG34
PO077775,N3
CI017444,PR1
VT003037,WC1B
XC043999,M14
PR057862,CT16
OF024277,BT66
EP021456,S33
RJ066844,CV35
AV065219,DN21
SI068476,SN1
DL034385,OX7
FL023278,KW10
BJ073424,M34
MK066395,S1
VC003532,NN4
PH086509,CB4
KG041505,LS6
HM012289,BS37
AD059958,EC3M
QS084537,CB4
IS015519,BD7
FR021285,DN36
US072454,AB55
RL060468,EC3M
AU023934,KW10
ZI021823,BD23
KU005991,BH21
OM008296,G4
SV005615,BS14
AJ061734,LS9
TG095455,B40
SP096030,LE16
ET004017,TF6
MG026043,S8
JE057396,NG22
HC096070,SW1E
TG062645,G4
PJ085186,G4
GE022306,KW10
NL099390,NG34
RS095407,CT16
CM082127,BS41
FL084788,N3
ZX017435,BD23
EO052867,BD23
AT088944,LE14
MI037927,EC3M
CT084027,CV35
ZJ021956,PR1
CD061254,BS37
JP088931,SG4
CZ067107,NE46
RF084560,EH9
CQ022087,WC1B
XH090657,SW1E
XR071846,EC3M
RR093510,G4
CI010391,SG4
GK053203,L33
DR024486,LS9
KR019011,S1
PZ030403,BS37
DX029578,SN1
EG048663,AB55
XW023270,RG20
VR088895,LS9
UY036912,LE15
GK047288,LE15
SJ047155,L33
AM064814,LE15
SH009313,EH52
YB018580,GU32
KS028608,LE16
ZI042465,LS6
PD082916,OX12
ZL019007,LS6
DX069523,N3
XH053400,PR1
KY059035,CH48
NX047194,L74
EQ010194,EH52
OB023934,GL54
GG019073,LE14
ID021245,AB55
BS042116,L33
WY025631,GL54
PA071665,S8
QY078216,WC1B
TQ082968,CH48
YN034298,BD23
CE014812,DT10
SX049075,NR34
XY076155,DL8
ZL030303,WC2H
VI051655,EC1V
TA012491,CV35
IN043957,G4
OY004702,LS9
VT041647,RG20
WB009533,LE15
KI094688,WC2H
CU071854,CT15
RA032562,AB55
GS069537,LE14
BY030770,G4
NF082625,ST20
HS044934,DT10
WK093304,PH43
UZ040918,CV35
WJ019782,BS37
UZ076560,EC3M
AF024347,DN36
OR072982,LE15
LF028884,OX12
ZF079304,CH48
IG069030,NN4
UW010822,RG20
BX022744,NR34
JN055575,CB4
DZ016748,WC2H
DR037101,W1F
QZ002163,W1F
YK016460,GL54
FX038830,WF9
RF029189,BS41
RM072522,GL54
RO040855,EH52
JH052440,L33
HA080961,EH9
OU089821,AB39
AD083635,RH5
CW016433,NN11
RH011239,NN11
ZK053653,LN6
KV009154,KW10
CR067815,LN6
NW039485,LE15
AY051077,SW1E
YS026380,N3
IV041788,AB55
DK001668,ST20
BR053493,L74
NC052725,GU32
XS092609,RH5
BO009976,SN1
DB010075,M34
EN013639,L33
YK067421,NR34
GR072673,GU32
AT048650,BH21
IY067082,GU32
PM056793,OX7
CW073149,NG22
YQ007841,CB4
BL011113,N3
PJ011998,GL54
AS043138,S33
LO024035,M34
HE070720,BS14
HL001077,NR34
EQ089119,M14
PH063336,GL54
LJ033056,B40
RW089837,W1F
SI088459,EH9
VR051350,DN22
VE086928,NR29
OT013835,NN11
ME043549,AB56
VK056252,NN11
UF055418,BD23
JF099033,EC3M
AW002047,PR1
GO094855,N3
OL049276,EH9
KQ076140,CV35
BE082748,S1
HU036278,EC1V
ZM021102,NR29
LC014602,GL54
PL016726,IV1
WA007289,OX12
TN058879,BD7
AV018732,BT2
MR008619,L74
NF030175,LE16
JP043087,N3
JW062283,LS9
MX049795,DT10
FE047073,BH21
QY002140,DT10
RA091047,WC1B
YS067405,LS9
EZ009057,LS6
XX075943,EH9
PM034368,W1F
BK015080,LN6
TW062342,LE15
MQ020532,SN1
AJ085543,DN22
CW032337,DT10
VE080396,AB39
WR046326,SN1
FZ044713,PR1
JI086277,LE15
QX065634,KW10
QO065192,M34
QA041170,BS14
HT085599,CB4
HC068443,B12
KC056599,BD23
VJ000001,IV1
MN007485,NN11
FF006327,B12
RP074096,BS14
PH000245,GL54
NZ068648,BT66
VG097676,LS6
JC013865,RH5
RL058947,SW19
GI087756,EC3M
VM011804,LN6
OZ002368,PH43
RY005763,BT66
NH018056,BH21
BN005945,DL8
KS039229,DN21
VL040439,CB4
PA042559,DL10
YC040963,GL54
AK085492,CT15
KB089121,SY4
AB044536,SN1
DN044433,BT2
SX063057,PH43
ER098297,PR1
CI080198,NG22
RB048603,DN22
NI023873,EC3M
PE010871,S1
XS051911,LE14
NT046611,G4
PM002111,IV1
TS065559,CH48
ZT008738,SY4
FF034657,OX12
QS080730,DN21
DJ043313,NR29
NV029738,DL10
YR055025,NG22
SQ071574,S8
ZH079745,TF6
DO025523,EH52
OH032509,WC1B
TD009755,LE15
US045450,W1F
AW088406,NR29
FG060564,EH9
JY007290,OX12
KK069748,SN1
UT013207,BS14
HA090313,NR29
ZF098306,AB56
FD078136,DN22
QF096912,B40
IZ073211,BD7
GE053019,SW1E
QL048248,OX7
LV060960,BT66
HB059645,RG20
IH099008,BD23
LP080507,CT15
VV076829,NG22
CR059424,EH52
BM058105,RG20
YU070239,L33
LM017638,LE14
QY062340,BS14
PC057283,CB4
QN051171,LE15
LC077250,WF9
TS083873,SY4
XK072439,KW10
VX028173,DN22
FP038090,SG4
UV063745,NR34
DM054698,LE15
EL070242,SN13
SO009542,BD7
MG007783,GU32
LP059894,TF6
BU033990,B12
DX022833,M14
JY097593,EH52
MK076865,BS14
GP077979,SN1
QQ059392,WC2H
RV083774,ST20
OX048387,DN22
NX088670,WC2H
YJ015756,BD23
JG072775,NN11
ZM034419,IV1
BB020953,CH48
RF072447,TF6
CG034263,B40
GK043092,DN22
UK082153,RG20
TZ099066,BS37
GT005594,BS41
EV065107,N3
SZ029532,W1F
IM075403,NE46
QX062132,S8
TS098639,S1
AX054740,SN1
AE024296,DN22
OH016251,SW1E
XA062036,ST20
IZ094126,OX12
RH048188,PR1
FE028662,CV35
XP049741,AB56
CA092305,NR34
CV044226,GU32
VU047392,NN11
UC058877,NE46
OI095558,CB4
CK041353,BS37
BF093479,W1F
DI087025,LS6
UB027570,BH21
TF019952,AB56
QM060761,BD23
TK074212,BH21
CA087927,B40
SG092818,LN6
LU003631,G4
PL002706,BD7
UE080086,WC1B
FO008132,LN6
IC026987,CB4
OP054297,LS6
JF061036,NG34
WM070927,PR1
GA092044,AB55
ZL056677,WC2H
SV030313,BS41
UC085312,LS6
EJ059466,DT10
PA027980,BS37
NK048338,BD23
AG050253,S33
OC046156,PR1
HK072555,SN1
SH095800,CT16
JG042163,SN13
FD034574,OX7
DF083156,SW19
JX055065,PR1
YY087078,NN4
OI061305,WC1B
KL084419,BD23
LJ075741,KW10
AQ033032,S33
LP023273,GL54
AN075311,BT66
YP083426,S1
RP059991,BD23
UQ049882,W1F
HO086775,AB56
KW017416,OX7
HJ050130,PH43
QO062111,RH5
JU048044,BS41
QX016400,BS41
WI071300,PR1
GZ035351,SW19
US087233,SN13
OA052244,LE16
OK043808,B40
JZ089997,SN1
CK083005,IV1
HG033101,DL8
FM098914,CH48
XJ082043,SN1
BZ045826,PR1
UC047864,CT16
SC055301,KW10
KZ042617,CT15
LF075979,OX7
EL044114,WC1B
BZ088927,IV1
SN085002,CV35
PJ031624,BD23
NY090598,L33
FC095125,SW1E
CZ004181,SN13
QZ089600,BD7
TU064631,OX7
AY061394,CT15
TR054229,CH48
TK023470,M34
OJ049210,NN11
FL054662,B40
HK041507,N3
EI027616,DN21
FN007735,NN11
YC088606,GL54
UU075663,BD23
OL020355,M34
UV010061,BS14
SG097274,DT10
AJ003421,BT2
GF026482,AB56
MA060866,EH52
MX008191,S8
LG024852,NR29
QR058320,OX7
CY025899,BS37
TK088092,B12
NL086524,GU32
LD096059,B12
YH011937,GL54
GO076088,NG22
RN051669,LS9
TZ099846,NG34
WY092784,L74
OH098531,BS41
MV007311,BD7
IG077867,N3
FQ024636,NN4
JY020095,SW1E
NA052444,BS37
OM091153,NN11
UM094767,BD23
DJ066300,M14
ZH065754,SY4
GW003708,CT16
XL066851,BD7
GK088122,SN13
XS091814,L33
LK040897,SG4
WV040740,BD7
CG001092,L74
UA060110,G4
KR000333,SN13
NN019484,SY4
PD084839,S8
OO032057,S1
VE086755,CT15
AW000325,CH48
LC034128,NN4
YH045714,LN6
TA036446,EH9
FR037207,GU32
QA089218,S1
AX046378,ST20
JB052564,B12
WB059433,DL10
MM017598,DN36
VG058969,CH48
RJ046300,RG20
OO062634,PH43
OB033197,RG20
SI053381,PH43
UG013203,DL8
LS049340,EC1V
CL067633,PR1
ZH061008,EC3M
IX039715,W1F
OB074191,LE16
TS039297,RG20
NV092462,CT15
ZT086715,OX7
NV060188,AB56
SI003220,W1F
ME063747,GL54
UZ028511,LS9
ZF020164,ST20
UJ043492,CT15
ZD095703,PR1
GV055568,LS6
FJ049821,AB56
BL076537,W1F
RT064781,BS37
KB092397,B12
JL050011,DN21
CG076713,PR1
CZ083315,CB4
YE044163,LE14
AF078949,CT15
ZV093584,BS14
HO079227,GL54
ZJ050605,TF6
DJ087727,CV35
XY066839,S1
ME058029,PR1
PN036183,WF9
JG096051,PH43
NL047848,IV1
SJ025859,S8
YQ083054,KW10
JC042029,M14
YR070298,SW1E
XL017698,SY4
SF040905,DN21
TS034023,PH43
JH070204,TF6
VI061284,OX12
YD090839,BS41
ZQ065497,CV35
NA056903,NR29
KE025009,LE15
MA045531,SN13
DA047575,LS6
XX026724,S8
GW042661,S33
XK084035,B12
SG096213,AB39
UG026055,B12
XH078296,EH9
LZ095587,BD7
LZ083443,WC2H
PA048858,SN1
AG014651,EH52
YH040158,CV35
MA074281,NR29
FT079747,BT2
QT088727,GU32
ZQ045676,EC1V
XM074532,SN1
ZP026928,BH21
JU085959,B40
IR094031,S1
TF070491,AB56
YM047465,L33
PG079525,GU32
AZ097749,NN4
IK013443,CV35
IF037644,KW10
HI044398,AB39
BP016772,NE46
MK002208,OX12
QO062851,BS41
YH085150,EC1V
GR070523,BT66
PJ099279,LE14
HK049222,LE15
BG072589,NR34
AE076729,BT2
AH069084,BD23
RQ055132,L33
RQ082421,S33
IT061679,NR29
PK080557,KW10
JG035198,CH48
KH015426,NR29
FX069529,BT66
IF077277,S8
RZ079212,AB55
LP050897,TF6
GF019997,SN1
AV063578,EH9
WV001130,BT66
SD037027,OX7
DE093942,M14
GU066312,M34
AQ015573,SN13
UI020250,BS14
PP056665,LE16
QZ013436,BD23
NA010342,NN11
AH060574,LE15
RW015098,RH5
SV034037,B40
MT002596,B40
SL047615,S8
KB076477,BT2
CQ051926,GL54
CV007288,EH52
LT049108,LE16
ZM061425,BS14
BS075219,BD23
QL082704,BT66
LR026677,SN13
SL061184,ST20
DW074081,AB56
YN075299,DT10
RF005878,DL8
ZV038034,RH5
TV019546,CB4
UR081132,NN4
SD010504,BS41
KC025675,DT10
OG091659,CV35
DL026861,LS6
SB001054,S1
VI016808,RG20
OL048950,SG4
TD011297,BS41
HM035476,EC1V
VO025473,S33
VC032111,LS9
TW080485,LS9
ZE037729,OX12
UG063094,S1
UZ096866,EC3M
AF081406,OX7
VD004408,BS41
NG031836,EH52
LN022552,NG34
OG068846,TF6
FO073314,BD7
EU090141,BT66
WV075860,SW1E
SO001004,AB55
HY060250,DL10
YE047840,NR34
YL098537,BS37
HJ021135,CH48
AH005126,EH9
KS089471,SW19
YW052155,LS6
US055702,BS14
WQ033267,GU32
US062486,TF6
AP076941,DT10
CI016491,CV35
PE007041,OX7
AG017135,G4
MX018157,NN4
ZS062362,M14
DW053092,NG34
MS051122,TF6
OE027642,W1F
IG070051,LS9
FW013431,SG4
PK080953,CT16
MM075454,LE14
PJ027942,DL10
FN076092,NN11
ZM009503,CV35
FK039902,CV35
SY051823,BT2
WS085391,AB55
FA044334,BS14
VR040181,G4
EK090755,WC1B
BW098864,GU32
IT088219,BS41
KO057621,NN4
NL032516,AB55
WC043949,SN1
DH080370,EH52
OZ099579,CT15
PN023944,L33
NL081205,BT2
YI047930,B12
VW009963,SG4
WQ094918,S33
AD054682,B40
QH037193,BD23
CN094356,SN1
XR085007,SG4
TW029209,EH52
KQ072175,CT16
CS066814,RH5
HW076370,SN13
CZ009356,M14
OY002886,RG20
JB022614,DN22
RB049175,L74
KF048133,N3
GP053483,BD7
KT041687,BS41
WN004765,LS6
ML069632,N3
ZJ018433,CH48
XT069469,L74
NT081466,KW10
PY003682,NN4
JT048775,WF9
XG006421,DL10
FT074164,EH9
FK085428,IV1
QW034647,M34
WK099849,CV35
YL095449,BT66
RB097774,DL8
OO085801,LE15
WF096329,SN13
HS084606,M14
NJ073993,CV35
ME042096,NE46
XG006059,LN6
ME062104,CH48
QS018606,PR1
BT031728,LN6
OR009026,KW10
WB058353,GU32
YC027427,CH48
QL040775,RH5
EC080463,DL10
XU049563,BT66
OH028417,CV35
YF060077,S8
RW042738,LS6
ME014195,M14
IB016089,B40
KL022239,GU32
VL071394,WC2H
PL073919,DT10
GK087625,SN13
RJ058904,BD23
EZ055165,IV1
KW036100,SW1E
EN087841,IV1
VK044451,LE15
JI000933,PH43
FV050103,EC3M
SL006746,LE14
ZQ030073,CV35
WV086487,LS6
CA078131,CV35
WY082266,B40
JN070864,SY4
EO054158,EC1V
QR096555,NR34
XD096934,NR34
LC050287,M14
GE031233,CH48
HR005479,M34
BD080494,BS41
LX023667,BT66
JQ035067,BD7
LA094791,PH43
IJ026402,SN13
BD038831,GL54
QX043684,LE15
AS066653,DN21
ZC032160,M14
FD025833,BS41
DS093759,BT2
ZV091516,WF9
VL025064,EC1V
GA074475,NG22
QC085105,G4
UI000151,BH21
OE077345,SW19
HW052335,TF6
IR022880,DT10
EY074206,SN13
FB080216,BD23
DK022311,B40
DG072872,DN36
TO045175,CH48
BC050160,DL8
JW074901,BD23
NG075055,CH48
QE059962,LE15
GJ055955,M34
VJ069818,WC1B
QR056041,S33
NV050560,LE15
ZM032169,IV1
JO061904,SG4
XX049076,DN36
RE023513,SN13
NA073721,RG20
HM020831,KW10
UN086794,SW19
TW027989,G4
LG038578,CV35
XE021531,DT10
UU060530,RG20
FT097065,CV35
EO008104,DN22
RR066857,LN6
DZ061534,BD7
GJ053999,L74
WR022963,WF9
GK091206,LN6
XY062082,SN13
SO064735,S33
HO073301,BT66
FT036560,DN22
MN012481,OX7
LB012571,NR34
FL047636,SW1E
GM004998,AB55
NW039508,SG4
ZL004371,BD23
KU087988,PR1
HY001631,CV35
ZZ004203,BD23
CA019856,L33
VV074278,NN4
MA056448,L74
AQ075990,IV1
LT014830,BD7
CU045471,GL54
OB015666,B40
TH080158,NE46
CP078009,W1F
MM092918,DN21
FR054588,NR29
QH042205,NG34
NG026841,LN6
PJ009801,S33
OL006434,BS14
OI002335,EH9
TP013764,BD7
JJ070774,BH21
UO017534,GU32
PV023036,LS6
IX021840,CT16
SE065331,AB56
WQ048430,PR1
WM045548,SN1
UO005999,N3
HN034556,BS37
DZ031985,WC1B
HN005649,S1
XI074573,LE15
BS084828,BT2
LU058295,L33
RC007922,TF6
LJ056054,LN6
CR004433,NR34
LW057529,RG20
VD008719,NG34
RE007955,AB39
ZP012067,S1
RQ033771,AB39
BZ024957,DT10
SW047979,LN6
RA036163,AB39
DD082583,NE46
MA052663,GU32
LO006565,AB56
EJ074733,PH43
AG036030,NG22
EF075860,L74
FT051943,WF9
GF024770,NE46
RX015988,LE15
GD009319,DL8
AB026194,SW1E
JO028740,LE15
MD050992,CT15
MF061968,NG22
GZ054340,BD7
DF038163,NN11
WH015128,BS37
FS039221,CB4
HL040070,BS41
HL039218,LE15
UZ023297,M14
FM000649,N3
ZI065793,BT66
MO085369,CV35
DK019697,DN36
NN049778,G4
WG095724,LS6
ZG087956,DL8
AX037317,BS41
ME088158,NG34
CI002097,L74
NQ067127,SW19
PM016065,B12
ZN092177,BS14
SM068422,LE14
QY007931,SW19
RP092627,NR34
TD048468,GL54
UA011608,EC3M
PM093214,BD23
JH039110,M34
YZ006979,BT2
TI006356,AB39
GE016763,PR1
GY022426,BH21
MX042797,DN21
DO083307,SW1E
AX042155,SG4
WZ032365,B40
IU063049,SN1
PU020907,B40
VQ048428,BS37
LK001527,IV1
ZA061053,BD7
FT033801,W1F
DM021750,NE46
CG029097,LN6
SY046767,SY4
IF071841,NG22
MN054609,DN22
UR001161,LE14
UQ044000,NN4
OI099024,WC1B
AF014962,GL54
CT044510,SN13
RD092285,RG20
YT086878,DT10
PE014481,B40
PU037272,NG22
UM026190,NG22
TD099406,CT15
HT057943,CV35
VP099455,PR1
WA065296,GL54
RR094353,RH5
JR000324,IV1
UJ042699,BD23
RL027529,BS41
YP078940,BD7
MW024382,WC2H
VC006185,KW10
PX013386,LE14
YS093061,L33
OK009154,ST20
WH029764,SG4
RF032112,BD23
UI019195,CT16
LE082543,WC1B
ME073998,AB39
PY020970,SN1
IK057392,CV35
BR000413,EH9
YD016265,GU32
LH085680,B12
RC074892,BS41
OW073325,PH43
PM035846,TF6
OK025050,GU32
RR089853,CT16
HI073700,AB39
RP040536,B12
AE074840,M34
ZZ093791,LE15
SU079831,LE15
XQ062363,BS14
FZ088517,BH21
IR092227,DN22
LC072545,NN4
ZG021785,DN36
GC076996,L74
DJ065927,AB55
AR041539,LS6
ZD060688,NG34
VN020488,NN4
PM005812,RH5
FN016982,NG22
FA096242,NE46
HQ055520,L74
LG092452,SG4
BI005468,L33
UR054983,NR29
ZK063386,BS37
HK099800,SW1E
BD065123,S1
XQ091028,NE46
YK053180,WC1B
IG091868,SY4
WG049522,NG22
FC010468,LS6
ME084948,N3
YK050449,DL10
MN048244,RG20
WQ010620,AB56
RQ069631,S8
FI039531,LS9
RD030666,BT2
DL056141,RG20
UX061535,NG34
QR002438,NN11
MP054592,BT2
AG034492,CT15
LT041837,BH21
SU088002,TF6
RA089082,OX7
CN092844,W1F
FW074690,PH43
TV043812,CH48
QA049932,B12
GM070527,DN21
TR063844,AB39
WW057085,AB39
KI037478,B40
TB040589,NN11
CP013476,S1
WZ079454,GL54
AM051739,L74
IX092310,CT15
SN013438,BD23
IA036068,LN6
MR095401,BT2
FX086943,NE46
FB057994,NN11
NC078690,EH9
WH056175,CB4
WC004593,NR29
CV010333,L33
CE004322,NR29
CK017190,B40
UE052471,M14
MU089310,LS9
PC022229,NN4
PP019949,SW19
BF010861,EH52
SI095976,L33
EO020487,LE15
ZC098766,WF9
LI019958,LS9
ZZ085937,EH52
AQ073052,ST20
YF008226,DN36
DO060614,CT16
AT091114,S8
FI023849,SN1
NJ070938,PH43
IC037529,SW1E
FX049665,DN36
II096033,SN1
WI006743,EC3M
DW057634,SN1
JL079255,DL10
HV028541,LE15
EX016691,SW1E
GT070029,AB55
UW023941,WC1B
HU061929,TF6
ML031831,ST20
MF073219,WC2H
PI043259,L33
GY049387,CV35
AU060569,NR29
ID094831,CH48
QD003450,EH9
YW053778,DN22
DW050767,DT10
ID089240,L74
CQ080184,L33
BZ041321,S1
HA096928,RG20
VQ027040,SN1
ID087493,NE46
OI007963,WC1B
VR024543,EH9
LA098205,NR29
XY052137,BS37
AA032264,S33
GY004382,DN22
PW074537,WF9
BI003171,OX7
AU052946,BS37
IF009376,G4
TB032006,DT10
KB045173,LE14
PP030760,EH9
RW020820,M34
VJ077915,SN1
JO026492,WC1B
SO022847,BT66
KM058384,NN11
IV058327,ST20
ZH091699,LN6
OY080109,WC2H
YR075422,NR29
PQ067744,GU32
DJ035790,LS9
AM050336,WF9
YW049003,BH21
BQ053672,IV1
CW067537,EH52
LV015333,LE15
VY000998,SN1
NM039884,SW1E
HG006932,SG4
LD015457,L74
PD008644,SN1
AF068364,DN22
RY034149,AB56
CQ072162,LS6
JA047285,WC2H
BC022440,BH21
JU003803,DN22
SA087600,EC1V
FP047426,BS41
ND092303,BS41
DK009416,IV1
LT072133,S8
VH065209,L33
WU005739,BH21
IS056610,BT2
WZ014558,IV1
BN060023,AB39
CF022551,L74
JR084587,AB55
KT055492,ST20
QN076872,AB55
EG001806,S33
GP080695,SN13
XI079358,RH5
QE049300,GL54
CV058577,L33
QR060409,NG34
EX006718,CV35
JZ052279,B40
GG018526,LN6
OG060934,EH9
ZI040961,NR34
RD011088,PH43
GT071108,NR34
XL087175,WF9
OF089412,CH48
HE047515,DN22
NO029788,LE15
ZR036249,WC2H
EJ082693,CV35
QU079994,S8
DL051839,NN4
NC085766,CT15
EW005538,NR29
TV080716,LS9
FM023114,NG34
KT007210,LE15
EW082873,SN1
EK000927,IV1
JH033527,NR34
JE006455,S1
TQ028619,GL54
LA037404,LS6
QX046510,EC1V
WT046505,SW19
KJ061948,BS37
WL059001,PH43
RE073309,BS41
KP043102,DL8
UO043428,KW10
RG067499,BT2
NG049211,BS14
GL052309,GU32
GJ048559,SG4
HC005340,M34
TC047901,KW10
EY003057,NN4
CA073023,LS9
WY072508,EH52
MG058780,SN13
WE068806,DL10
GP060833,RH5
OE048597,BT66
TB044152,LE15
TV026953,GU32
AY033192,LN6
GJ039175,S8
RU059021,S8
MU098236,OX7
CI037729,BS37
RQ031628,SW1E
HJ066150,DN21
SP003084,SY4
MU039362,ST20
ST001444,N3
TX043140,M14
IA051365,WC1B
EW025276,RG20
FL012006,AB56
MC044239,KW10
LC054642,LE15
EK024845,BD7
IU033754,BT2
RY018496,S1
DJ036333,G4
RX097362,DN36
QP030711,SW1E
KK051391,AB55
UT051065,BT2
ED096697,PH43
CR000867,DN22
WO075307,LE14
WQ090235,GU32
WG029597,CB4
EV090988,S8
NH050930,LS9
VW090516,SG4
OL040579,SN1
ZT037653,NR34
CB019507,B40
CY088274,DT10
WP090469,M14
RX094187,RH5
RS025554,CB4
US038719,RH5
QM095982,DL8
HQ027283,LS6
LW083217,DT10
HV041002,DN21
BC028977,EC3M
EE035225,M34
OM050374,DL8
BJ094559,BD23
TO009200,RG20
KX033423,AB55
AA082773,DL10
QM006843,LS9
CY002015,NR29
MB095866,SW19
BD087403,CV35
VK090011,NE46
HP067134,PH43
EX069344,SG4
ZR074934,CV35
MC039174,LE15
FJ090447,IV1
LA010075,NR34
PS052688,ST20
DI032274,S8
RU084894,S1
UT016181,NR29
OZ047633,BD23
JK044561,LE15
TK090911,DN22
LW017568,CV35
YE030088,CH48
SE057748,BT2
HS086983,TF6
OD040124,LE15
HG011716,NN11
RE011603,CT15
LN063990,RG20
UM092344,CT15
VW089494,LS6
DV053126,NG22
XD027580,LS9
HE043550,KW10
FC025577,BD7
WT046375,BS41
HV091256,DN21
MS080154,M14
IY074206,EC1V
FY064786,B12
LB033833,NE46
VN066311,OX7
PN028495,KW10
WU008675,BS41
HU003051,BT2
NB041369,L74
TO038700,BH21
TC064656,SN13
GU016823,S8
KM086593,NN4
MH099683,CT16
EV018081,PR1
FS099822,BT66
LT015997,LE14
WO038779,W1F
GS018157,OX7
PO088578,OX12
CA096928,LS9
HH088162,W1F
QK079325,S8
IK044488,LE16
HZ012191,BD23
VZ061760,B40
GP092788,TF6
RI080750,BD23
MB086840,AB55
SL017492,G4
UF070568,BD7
KN009148,WF9
MH046457,SW1E
ND044672,NG22
NZ030429,NR29
LA082444,SG4
ZD023897,N3
NC097342,NN4
JU030897,ST20
GJ024663,SW19
YV070687,GL54
SL019932,S1
MU067042,DL8
OA066925,AB55
PZ021916,S33
ME091181,EC3M
UG065792,NG22
SC016494,SY4
AF087073,BD7
DE050551,KW10
FI067254,GU32
CH043961,M34
NS097603,W1F
SB049396,TF6
KJ060526,SW19
YZ042859,GU32
SG094546,LN6
XN086022,AB39
GS028173,CH48
XY048815,SW19
SK080811,CB4
VA030207,BT2
YN053436,LE16
ZA054835,EH9
IY079640,NR29
NK077375,DL10
AR054890,GL54
YA075130,GL54
IR062927,N3
GP024057,RG20
FI060862,DL8
BO048558,LE14
EV036539,EH9
RF083284,GL54
ZK060883,BD7
MV071256,BS14
VS044430,ST20
BO028933,ST20
RP069669,AB56
ZX071881,LE14
TW033998,RH5
IO078286,L74
DM052390,DN22
ZR028036,OX7
AN077037,WC2H
DQ071585,CV35
KU077513,G4
SX052012,CV35
LA030163,WF9
SE094765,AB56
CN068764,RG20
LI027953,CT16
CY047953,DL10
FX044955,EC1V
TK017122,EH9
CB005248,BH21
ZP022992,SN13
ZN021991,NE46
NP077748,DL10
QQ030750,NN4
CQ089859,EC3M
TP081125,DL8
VD012823,ST20
HZ002497,DL10
NG064793,AB55
LR027458,AB56
BC007575,WC2H
BD067076,RH5
KJ014419,L33
IV056248,B40
DG069693,SN1
VX020146,NG22
SH028481,ST20
OL057372,LE16
BX090922,WF9
GX093059,NE46
MY066603,DT10
EE086581,NR29
GQ049201,NR34
KE090535,LE16
BT092186,L74
IA061353,GU32
AT083923,W1F
IY086022,LN6
HG095570,AB39
ES036625,BD23
MP049210,CV35
FD062922,NN11
XI079766,BD23
YV028162,LS6
PQ087321,GU32
QK085709,WF9
EG056626,LS6
ZB079712,BT2
MW031103,OX12
KF098515,CT15
JO085947,M34
PL013734,S8
JH004642,WC2H
SK077596,AB55
UP097887,DL10
AL070706,AB39
TS039248,BS14
IZ074585,EC3M
UK092798,BD23
FJ073819,CB4
FQ031517,BS41
ZJ005396,L74
TY023864,LE15
EC008540,CV35
XL070716,CV35
DX028493,WC1B
WL041108,SW1E
VG069789,S33
OE007205,L33
QE063301,S1
SO068012,EC3M
KP028279,CH48
AD098459,L74
CS045505,W1F
ZI014714,AB56
QA056953,LE14
IX093256,S8
MR060910,DN21
FQ037375,WC1B
PF037239,BT66
BF061226,B40
AV044682,DN36
MT005037,SW19
ZW039927,OX7
KS017853,L33
CQ092154,NN11
RJ007956,M34
FI074601,GU32
ZB017744,NR29
ZY032351,S8
GV075639,WC2H
PR021913,NR29
MX013327,LS9
YX010597,GU32
KD012117,CT15
BC081311,TF6
FC090079,LS6
OW057517,BS14
TI063306,LS9
BO009057,CT16
SA064913,LS9
MZ039978,NN4
ZV068041,M34
WU080548,CV35
PD090295,PH43
CF049958,SN1
WN096386,S1
QC032956,N3
UM052413,LN6
FY037125,NN4
DC036335,EH52
VG066533,RH5
NG043212,M34
KT091083,KW10
VO027884,S33
TK032609,EC1V
HS092397,RG20
SK086363,BS14
ZS035168,OX12
HX040512,LE16
HI052344,LE15
OZ086672,PH43
YU042710,LN6
OX055828,BS41
TJ035338,CB4
JF086610,WF9
QJ071504,GL54
RO095157,L33
YQ043873,BS37
IA022601,B40
UG030160,TF6
ZO006088,CV35
ZR072207,DT10
TI069442,PH43
XD004422,PH43
SS083952,GL54
OU093695,LE15
XG009184,RG20
VM070549,IV1
FO041203,WC2H
LO018193,M34
RK099848,PH43
WG059507,DN21
CI048769,S1
ID014944,BT66
XX024240,IV1
KP033319,NG22
IF085936,BH21
NL082152,BT66
XC025583,NN4
AG091553,NG22
VD031607,BD7
BJ030424,CV35
WM002400,BD7
EE026148,L33
QR097023,N3
DX015194,LE15
YU019270,CV35
FS005124,NR29
SW058169,GL54
LX074998,WF9
CK053082,L33
WK024652,NR29
MP081425,NN11
FC009320,SW1E
YF022850,CT16
WV070252,W1F
WB080247,PH43
RA098855,SW19
DO056898,M14
ZO040225,N3
PH065280,DN22
SL049492,SW1E
OO046940,M14
OQ061879,RG20
YL041091,NR29
NS073093,NN11
OW065854,SG4
YY029352,EC3M
CN066148,CT15
PM032614,DN36
OL048370,RH5
